scholarship,university_transport,has_laptop,has_consulted_teacher,co_curricular,health_issues,study_hours,study_sessions,on_probation,is_suspended,skills_development_hours,current_gpa,performance_group,social_risk,gpa_improvement,study_time_per_Session,learning_mode_Offline,learning_mode_Online,english_proficiency_Advance,english_proficiency_Basic,english_proficiency_Intermediate,living_arrangement_Bachelor,living_arrangement_Family,attendance_bin_Low,attendance_bin_Medium,attendance_bin_High,income_bin_Low,income_bin_Medium,income_bin_High
1,0,1,1,1,0,4.0,2.0,0,0,2.0,3.93,Excellent,0.5,-1.0699999999999998,2.0,1,0,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,1,0,5.5,2.0,1,0,1.0,3.55,Poor,1.0909090909090908,0.5499999999999998,2.75,0,1,1,0,0,1,0,0,0,1,0,0,1
0,0,1,1,1,0,1.0,2.0,1,0,6.0,2.44,Poor,3.0,0.8299999999999998,0.5,0,1,0,1,0,0,1,0,0,1,1,0,0
1,1,1,0,0,0,1.0,1.0,0,0,1.0,3.15,Average,3.0,0.3599999999999999,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0
0,0,0,0,0,0,2.0,1.0,0,0,2.0,3.4,Good,1.5,-0.43000000000000016,2.0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,3.0,1.0,0,0,3.0,3.27,Good,0.6666666666666666,-0.31000000000000005,3.0,0,1,1,0,0,0,1,0,0,1,1,0,0
1,1,1,1,0,0,3.5,1.0,0,0,2.0,3.19,Average,1.1428571428571428,-0.20000000000000018,3.5,1,0,0,1,0,0,1,0,0,1,0,1,0
1,0,1,0,0,0,3.5,2.0,0,0,2.0,3.37,Good,0.5714285714285714,-0.009999999999999787,1.75,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,1,0,1,3.5,2.0,0,0,1.0,3.15,Average,0.2857142857142857,0.1200000000000001,1.75,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,1,0,1.5,1.0,0,0,2.0,3.7,Average,0.6666666666666666,0.050000000000000266,1.5,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,1,0,1,3.5,1.0,0,0,1.0,2.69,Poor,0.5714285714285714,-0.4900000000000002,3.5,1,0,0,0,1,0,1,0,1,0,1,0,0
1,1,1,1,1,0,3.0,2.0,0,0,2.0,3.39,Good,0.6666666666666666,-0.3899999999999997,1.5,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,0,1,0,1.0,1.0,0,0,3.0,3.38,Poor,4.0,0.8199999999999998,1.0,1,0,0,0,1,0,1,1,0,0,1,0,0
1,0,1,0,0,1,2.0,2.0,0,0,0.0,3.1,Poor,3.5,0.16000000000000014,1.0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,0,1,1,0,0,3.5,2.5,1,0,2.0,2.88,Poor,1.1428571428571428,0.52,1.4,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,0,1,0,0,3.0,2.0,0,0,2.0,3.8,Average,1.6666666666666667,0.0,1.5,0,1,0,0,1,0,1,0,0,1,1,0,0
0,1,1,1,0,0,2.5,2.0,0,0,3.0,2.91,Average,2.0,-0.08999999999999986,1.25,0,1,0,0,1,0,1,0,1,0,1,0,0
0,1,0,1,1,0,2.0,1.0,0,0,1.0,2.66,Poor,2.5,0.3400000000000003,2.0,1,0,0,1,0,0,1,0,1,0,1,0,0
1,0,1,1,1,1,2.0,1.0,0,0,1.0,3.37,Average,1.5,0.48,2.0,1,0,0,0,1,1,0,0,0,1,0,1,0
1,1,1,0,0,0,2.0,3.0,0,0,2.0,3.39,Good,1.0,0.2200000000000002,0.67,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,0,0,1,2.0,2.0,1,0,2.0,2.31,Poor,2.5,0.050000000000000266,1.0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,0,0,0,5.0,2.0,0,0,1.0,3.65,Good,0.4,0.0,2.5,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,0,0,2.5,1.0,0,0,2.0,3.02,Average,2.0,-0.009999999999999787,2.5,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,1,0,1,2.5,2.0,0,0,0.0,3.44,Average,1.6,-0.4900000000000002,1.25,1,0,0,1,0,1,0,0,1,0,1,0,0
0,1,1,1,1,0,4.0,3.0,0,0,2.0,3.09,Average,0.5,0.08999999999999986,1.33,1,0,1,0,0,0,1,0,1,0,0,1,0
1,1,1,1,1,0,7.0,4.0,0,0,2.0,3.45,Good,0.2857142857142857,0.0,1.75,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,0,0,3.5,2.0,0,0,1.0,3.03,Average,0.2857142857142857,0.08999999999999986,1.75,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,0,1,0,7.0,2.0,0,0,3.0,3.95,Excellent,0.14285714285714285,0.020000000000000018,3.5,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,0,1,1,1.0,1.0,0,0,2.0,3.84,Average,2.0,-0.020000000000000018,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0
0,1,1,0,0,0,4.0,2.0,1,0,1.0,2.84,Average,0.5,-0.0900000000000003,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0,0,7.0,2.0,0,0,2.0,3.08,Average,0.14285714285714285,0.020000000000000018,3.5,0,1,0,0,1,1,0,0,1,0,1,0,0
1,1,1,1,0,0,3.3475298126064734,0.0,0,0,4.0,3.94,Excellent,0.8961832061068703,0.020000000000000018,0.0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,0,1,0,2.0,1.0,0,0,1.0,3.53,Good,1.0,0.3599999999999999,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,0,2.0,2.0,0,0,1.0,3.39,Good,1.5,-0.23999999999999977,1.0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,1,0,0,7.0,2.0,0,0,2.0,3.86,Excellent,0.2857142857142857,-0.1200000000000001,3.5,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,0,1,1,0,6.0,1.0,1,0,3.0,2.8,Average,0.3333333333333333,-0.5900000000000003,6.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,0,1,2.0,2.0,0,0,2.0,3.39,Good,1.5,-0.29000000000000004,1.0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,0,1,1,1,0,5.0,3.0,1,0,3.0,3.83,Good,0.8,0.0,1.67,1,0,0,1,0,1,0,0,0,1,1,0,0
0,0,1,1,0,0,3.0,1.0,0,0,2.0,3.74,Good,1.3333333333333333,0.10000000000000009,3.0,1,0,0,0,1,1,0,0,0,1,0,1,0
1,1,1,1,0,0,2.0,1.0,0,0,1.0,3.38,Good,0.5,0.41999999999999993,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,1,1,0,3.0,2.0,1,0,2.0,3.39,Poor,0.3333333333333333,1.1400000000000001,1.5,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,0,1,1,5.0,2.0,0,0,2.0,3.8,Excellent,0.4,0.0,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,0,0,1.0,2.0,0,0,1.0,3.5,Average,5.0,0.009999999999999787,0.5,0,1,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,0,2.5,1.5,0,0,1.0,3.0,Poor,0.8,0.8900000000000001,1.67,1,0,0,0,1,0,1,1,0,0,0,1,0
1,0,1,1,0,0,2.5,1.5,1,1,2.0,3.42,Good,1.2,0.0,1.67,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,1,1,5.0,2.0,0,0,2.0,3.93,Poor,1.2,-0.029999999999999805,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,0,0,7.0,3.0,1,0,4.0,3.26,Average,0.2857142857142857,0.3999999999999999,2.33,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,0,1,0,0,5.0,3.0,1,0,1.0,3.0406118143459917,Poor,0.8,2.5406118143459917,1.67,1,0,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,0,0,5.0,2.0,0,0,1.0,3.5,Good,0.6,0.0,2.5,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,0,0,1.0,2.0,0,0,2.0,3.0406118143459917,Poor,2.0,0.5206118143459917,0.5,1,0,0,1,0,0,1,0,0,1,0,1,0
0,1,1,0,0,0,4.5,1.5,0,0,3.0,3.71,Good,0.4444444444444444,-0.010000000000000231,3.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,1,0,5.0,2.0,0,0,1.0,3.35,Average,0.4,0.5500000000000003,2.5,0,1,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,0,0,3.5,2.0,0,0,1.0,3.99,Excellent,0.5714285714285714,0.010000000000000231,1.75,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0,1,0,0,1,4.5,2.0,0,0,2.0,3.61,Good,0.6666666666666666,-0.07000000000000028,2.25,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,0,0,1,1.0,1.0,0,0,1.0,2.94,Average,5.0,-0.08999999999999986,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,1,1,0,1,3.0,2.0,0,0,1.0,3.18,Average,1.3333333333333333,-0.1599999999999997,1.5,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,1,0,7.0,2.0,0,0,1.0,3.39,Good,0.2857142857142857,0.0,3.5,1,0,0,1,0,0,1,0,0,1,0,1,0
0,1,1,1,0,0,3.5,2.0,0,0,1.0,3.55,Good,0.8571428571428571,-0.22999999999999998,1.75,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,1,1,0,0,2.0,2.0,1,0,5.0,2.97,Poor,3.5,1.9200000000000002,1.0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,2.5,2.0,1,0,2.0,2.2,Poor,1.6,0.14000000000000012,1.25,1,0,0,1,0,1,0,0,1,0,1,0,0
1,0,1,0,0,0,3.0,1.0,0,0,2.0,3.39,Good,1.0,-0.2799999999999998,3.0,1,0,0,1,0,0,1,0,0,1,0,1,0
0,1,1,0,1,0,5.0,3.5,0,0,3.0,3.0406118143459917,Poor,0.6,-0.7393881856540081,1.43,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1,1,1.0,2.0,1,0,2.0,2.61,Poor,1.0,0.98,0.5,0,1,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,1,0,2.0,1.0,0,0,2.0,3.39,Poor,3.0,0.2200000000000002,2.0,1,0,0,1,0,1,0,1,0,0,1,0,0
0,1,1,0,0,1,3.0,1.0,0,0,2.0,3.91,Excellent,0.6666666666666666,0.0900000000000003,3.0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,0,1,0,0,2.0,2.0,0,0,2.0,2.55,Poor,2.0,0.0,1.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,0,0,2.0,2.0,0,0,1.0,3.89,Good,1.0,0.10000000000000009,1.0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1,0,2.0,1.0,0,0,0.0,4.0,Good,1.5,-1.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,1,1,1,0,0,4.0,2.0,0,0,2.0,3.62,Good,0.5,-0.13999999999999968,2.0,1,0,0,0,1,1,0,0,1,0,1,0,0
1,0,1,1,1,1,5.0,2.0,0,0,2.0,3.91,Good,0.8,0.16999999999999993,2.5,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,1,0,2.0,1.0,1,0,2.0,3.39,Good,0.25,-1.6099999999999999,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,0,0,2.5,2.5,0,0,1.0,3.2,Good,1.6,-0.17999999999999972,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,0,1,0,0,5.0,2.0,0,0,3.0,3.97,Excellent,0.6,-0.009999999999999787,2.5,1,0,0,0,1,1,0,0,0,1,0,1,0
1,0,1,1,1,1,2.0,2.0,1,0,2.0,2.1,Poor,0.5,0.0,1.0,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,1,0,3.0,1.0,1,0,1.0,2.25,Poor,1.6666666666666667,-0.4700000000000002,3.0,1,0,0,0,1,1,0,0,1,0,0,1,0
1,1,1,1,0,1,3.5,1.0,0,0,3.0,3.39,Good,0.8571428571428571,0.0900000000000003,3.5,1,0,1,0,0,0,1,0,0,1,0,1,0
1,0,1,1,0,0,4.0,2.0,0,0,2.0,3.72,Good,0.5,-0.2799999999999998,2.0,1,0,1,0,0,1,0,0,0,1,1,0,0
0,0,1,1,0,0,2.0,2.0,0,1,2.0,3.1,Average,1.5,0.0,1.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,0,0,1.5,1.0,1,0,1.0,2.01,Poor,2.0,-0.5500000000000003,1.5,1,0,1,0,0,1,0,0,0,1,1,0,0
1,1,1,0,1,1,2.5,3.5,0,0,1.0,3.21,Poor,2.8,0.0,0.71,1,0,0,0,1,1,0,0,1,0,1,0,0
0,0,0,1,1,1,4.0,2.0,1,0,1.0,3.38,Average,0.5,0.0,2.0,1,0,0,0,1,0,1,0,1,0,1,0,0
0,0,1,1,1,0,1.0,2.0,1,0,1.0,3.9,Average,4.0,0.0,0.5,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,0,0,2.0,1.0,0,0,1.0,3.95,Good,0.5,0.0,2.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,0,0,0,3.0,2.0,0,0,2.0,3.03,Average,1.0,0.0,1.5,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,0,1,1,7.0,1.0,1,0,2.0,2.56,Poor,0.7142857142857143,-0.029999999999999805,7.0,1,0,0,0,1,1,0,1,0,0,1,0,0
1,1,1,1,0,0,5.5,2.0,0,0,3.0,3.295,Good,0.7272727272727273,-0.15500000000000025,2.75,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1,0,0,1,0,1.0,1.0,0,0,1.0,3.6,Average,4.0,0.0,1.0,1,0,0,1,0,0,1,0,1,0,1,0,0
0,0,1,1,1,0,6.0,3.5,1,0,5.0,3.53,Good,0.16666666666666666,0.0,1.71,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,1,0,3.0,2.0,0,0,2.0,3.69,Good,0.6666666666666666,-0.16999999999999993,1.5,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1,1,1,1,0,3.5,2.0,0,0,2.0,2.4,Poor,1.1428571428571428,-1.08,1.75,1,0,1,0,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,2.0,1.0,0,0,6.0,3.77,Good,0.5,0.06999999999999984,2.0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,0,0,3.0,1.0,0,0,2.0,3.84,Excellent,0.3333333333333333,0.0,3.0,1,0,1,0,0,0,1,0,0,1,0,1,0
0,1,1,1,0,0,6.5,2.0,0,0,3.0,3.29,Good,0.3076923076923077,-0.10999999999999988,3.25,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0,1,0,0,0,4.0,3.5,0,0,1.0,3.43,Good,0.5,0.0,1.14,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,1,1,0,7.0,2.0,0,0,2.0,3.7,Good,0.2857142857142857,0.0,3.5,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,0,0,4.0,2.0,0,0,2.0,3.2,Good,1.0,0.18000000000000016,2.0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,1,1,0,0,0,2.5,2.0,0,0,1.0,2.98,Average,1.2,-0.5,1.25,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,1,0,3.5,3.5,0,0,2.0,3.53,Good,0.5714285714285714,0.0,1.0,1,0,1,0,0,1,0,0,0,1,1,0,0
1,1,1,0,0,0,4.0,1.0,0,0,3.0,3.41,Good,0.5,0.3500000000000001,4.0,1,0,1,0,0,1,0,0,0,1,1,0,0
0,1,1,0,1,0,3.5,3.0,0,0,4.0,3.37,Good,0.2857142857142857,0.18000000000000016,1.17,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,0,1,4.0,1.0,0,0,2.0,3.05,Average,0.5,0.0,4.0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,1,1,1,1,0,3.5,2.0,0,0,1.0,4.0,Excellent,0.2857142857142857,-0.5,1.75,1,0,1,0,0,0,1,0,0,1,0,1,0
1,0,1,1,1,0,4.0,1.0,0,0,3.0,3.0406118143459917,Poor,0.75,-0.7093881856540083,4.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,1,0,0,0,3.0,3.0,0,0,2.0,3.33,Good,0.6666666666666666,0.0,1.0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,0,1,1,1,0,4.0,1.0,1,0,2.0,2.81,Average,0.375,0.0,4.0,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,1,1,1,1,3.0,3.0,1,0,0.0,2.08,Poor,1.3333333333333333,-0.10000000000000009,1.0,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,0,1,2.0,2.0,0,0,1.0,3.0,Average,0.5,-0.6200000000000001,1.0,0,1,0,0,1,1,0,0,0,1,1,0,0
0,1,1,1,0,1,3.333333333333333,2.0,0,0,2.0,3.18,Average,0.9000000000000001,0.0,1.67,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,0,0,1,1,3.0,2.0,0,0,1.0,3.59,Poor,2.3333333333333335,0.040000000000000036,1.5,0,1,0,1,0,0,1,0,0,1,0,1,0
1,0,1,0,1,0,4.0,2.0,0,0,6.0,3.75,Excellent,0.5,0.16999999999999993,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,0,1,2.0,1.0,0,0,3.0,3.88,Poor,3.5,0.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,0,0,0,2.0,1.0,0,0,3.0,3.0,Poor,3.5,0.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,1,0,5.0,2.0,0,1,2.0,4.0,Excellent,0.2,0.0,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,1,1,0,2.0,2.0,0,0,2.0,3.97,Average,0.5,0.0,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0
1,1,1,1,1,0,3.0,2.0,0,0,2.0,3.69,Average,0.3333333333333333,-0.10000000000000009,1.5,0,1,0,0,1,1,0,0,1,0,0,1,0
0,0,1,1,0,0,6.5,2.0,1,0,1.0,2.89,Average,0.3076923076923077,-0.06999999999999984,3.25,1,0,0,0,1,1,0,0,0,1,0,1,0
1,0,1,1,1,1,5.0,2.0,0,0,3.0,3.86,Excellent,0.4,0.08999999999999986,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,0,0,0,1.5,2.0,0,0,4.0,3.48,Average,0.6666666666666666,0.040000000000000036,0.75,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,1,0,0,2.0,2.0,0,0,2.0,3.66,Good,1.0,0.10000000000000009,1.0,0,1,0,0,1,0,1,0,1,0,1,0,0
1,1,1,1,0,0,3.0,2.0,0,0,1.0,3.56,Good,0.3333333333333333,0.0,1.5,1,0,0,1,0,0,1,0,0,1,1,0,0
1,1,1,0,0,0,1.0,1.0,1,0,0.0,3.2,Average,5.0,-0.04999999999999982,1.0,0,1,0,1,0,0,1,0,1,0,1,0,0
1,0,1,1,1,0,2.0,2.0,0,0,2.0,3.4,Average,1.5,-0.30000000000000027,1.0,1,0,0,0,1,0,1,0,1,0,0,1,0
1,0,0,0,0,0,1.0,1.0,0,0,0.0,3.58,Average,2.0,0.20000000000000018,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,1,0,1.0,2.0,0,0,3.0,3.9,Average,2.0,0.1200000000000001,0.5,0,1,0,0,1,1,0,0,1,0,1,0,0
0,0,1,1,0,0,5.0,2.0,0,0,2.0,3.5,Good,0.6,0.10000000000000009,2.5,1,0,0,0,1,1,0,0,0,1,1,0,0
0,0,1,1,1,0,2.0,1.0,0,0,5.0,2.93,Average,1.5,0.3500000000000001,2.0,1,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,0,1,1.5,2.0,0,0,1.0,3.7,Average,0.6666666666666666,-0.2599999999999998,0.75,0,1,1,0,0,1,0,0,0,1,1,0,0
1,1,1,0,0,0,3.5,2.0,0,0,2.0,3.76,Good,0.5714285714285714,0.17999999999999972,1.75,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,1,1,0,2.0,2.0,0,0,2.0,3.91,Good,2.0,0.1200000000000001,1.0,0,1,0,0,1,1,0,0,0,1,0,1,0
1,0,1,1,0,0,3.0,2.0,1,0,4.0,1.88,Poor,0.6666666666666666,0.7599999999999998,1.5,1,0,0,0,1,1,0,0,0,1,0,1,0
1,1,1,0,0,0,4.0,3.0,0,0,2.0,3.67,Good,0.25,-0.050000000000000266,1.33,0,1,0,0,1,0,1,0,0,1,1,0,0
0,0,0,1,1,0,5.5,3.0,0,0,2.0,3.0406118143459917,Poor,0.18181818181818182,-1.5093881856540081,1.83,1,0,0,1,0,0,1,0,0,1,1,0,0
0,0,1,0,0,0,4.0,2.0,0,0,2.0,2.82,Average,0.5,-0.010000000000000231,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,0,1,2.5,2.0,0,0,1.0,3.88,Good,0.8,0.0,1.25,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,0,1,1,1.5,2.0,0,0,2.0,3.39,Average,2.6666666666666665,-0.6099999999999999,0.75,1,0,0,0,1,1,0,0,0,1,1,0,0
0,1,1,0,1,0,3.0,2.0,0,0,1.0,3.66,Good,1.0,0.6600000000000001,1.5,1,0,0,0,1,0,1,0,0,1,0,0,1
0,1,1,1,1,0,7.0,3.5,1,1,5.0,2.44,Poor,0.2857142857142857,0.0,2.0,0,1,0,0,1,1,0,0,0,1,1,0,0
1,0,1,1,0,0,3.0,2.0,0,0,1.0,3.0,Average,0.3333333333333333,0.18000000000000016,1.5,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0,0,2.5,2.0,0,0,1.0,3.9,Good,0.4,0.0,1.25,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0,1,1,1,1,5.0,1.0,0,0,2.0,3.33,Poor,1.4,0.0,5.0,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,1,1,1,0,3.0,3.0,0,0,2.0,3.0406118143459917,Poor,0.6666666666666666,-1.6593881856540085,1.0,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,0,1,1,0,4.0,2.0,0,0,2.0,3.98,Excellent,0.75,0.0,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,0,0,2.0,2.0,0,0,1.0,3.8,Good,0.5,0.3999999999999999,1.0,1,0,0,1,0,1,0,0,0,1,0,1,0
1,1,1,1,1,0,3.3475298126064734,1.0,0,0,1.0,3.81,Poor,0.5974554707379135,0.0,3.35,0,1,0,0,1,0,1,1,0,0,0,0,1
1,1,0,0,1,1,1.5,2.0,0,0,2.0,3.97,Average,2.0,0.0,0.75,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,0,1,0,7.0,2.0,0,0,2.0,3.33,Poor,1.0,0.0,3.5,1,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,1,0,1,3.0,1.0,0,0,2.0,2.89,Poor,1.0,0.20999999999999996,3.0,1,0,0,0,1,0,1,1,0,0,1,0,0
0,0,0,1,0,1,3.0,2.0,0,0,1.0,3.84,Excellent,0.6666666666666666,0.0,1.5,0,1,0,0,1,1,0,0,0,1,1,0,0
1,0,0,1,1,0,2.0,2.0,0,0,2.0,3.69,Average,1.5,0.1499999999999999,1.0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,1,1,0,0,2.0,2.0,0,0,2.0,3.39,Poor,1.5,1.61,1.0,1,0,0,0,1,1,0,0,0,1,1,0,0
1,1,1,0,1,1,2.0,1.0,0,0,1.0,2.8,Poor,1.5,0.48,2.0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,0,0,3.0,1.0,0,0,2.0,4.0,Excellent,1.0,0.0,3.0,1,0,0,1,0,1,0,0,0,1,0,1,0
0,0,1,1,0,0,5.0,2.0,0,0,2.0,3.8,Excellent,0.1,0.0,2.5,1,0,0,1,0,1,0,0,0,1,1,0,0
0,0,0,1,1,0,2.5,4.0,0,0,2.0,3.05,Average,0.4,0.0,0.62,1,0,0,1,0,1,0,0,0,1,1,0,0
1,1,1,1,1,0,3.0,2.0,0,0,0.0,3.45,Average,1.6666666666666667,0.0,1.5,0,1,1,0,0,0,1,0,0,1,1,0,0
1,1,1,1,0,0,4.0,2.0,1,1,2.0,2.73,Poor,0.75,0.0,2.0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,0,1,1,1,0,1.5,2.0,0,0,3.0,3.29,Average,1.3333333333333333,0.08999999999999986,0.75,1,0,0,0,1,1,0,0,1,0,1,0,0
1,0,1,1,1,0,6.0,2.0,0,0,2.0,3.94,Excellent,0.3333333333333333,-0.020000000000000018,3.0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,1,1,0,0,0,3.3475298126064734,2.0,0,0,2.0,3.69,Poor,1.7923664122137406,0.1299999999999999,1.67,1,0,0,0,1,0,1,1,0,0,1,0,0
1,1,1,0,1,0,2.5,2.0,0,0,1.0,3.89,Good,0.4,0.0,1.25,1,0,0,1,0,0,1,0,0,1,0,1,0
1,0,1,0,0,0,4.5,3.5,0,0,1.0,3.36,Poor,0.6666666666666666,-0.5300000000000002,1.29,1,0,0,1,0,0,1,1,0,0,0,1,0
